Company_Name,P/E_Ratio,P/B_Ratio,EPS,D/E_Ratio,ROE,ROA,Dividend_Yield,Subscription_Rate,Market_Capitalization,Post_IPO_Valuation,Dilution,Listing_Gain_Loss
Grand Continent Hotels Limited,30.213903743315505,5.053667262969588,3.644353345138537,0.8641114982578397,26.153846153846157,6.945863125638406,0.0,0.0,2108467339.0,2666376121.0,25.122592222614642,5.607476635514018
