Company_Name,Market_Price,EPS,Book_Value_per_Share,Net_Income,Shares_Outstanding,Total_Debt,Shareholder_Equity,Avg_Shareholder_Equity,Total_Assets,Annual_Dividend,Shares_Applied_for,Shares_Offered,Market_Price_Post_IPO,Shares_Outstanding_Post_IPO,New_Shares_Issued,Offer_Price,Listing_Price
Grand Continent Hotels Limited,113.0,3.74,22.36,68000000.0,18659003,347200000.0,401800000.0,260000000.0,979000000.0,0,0,6589200,113.0,24919403,6260400,107.0,113.0
